place-id,place-name,price-per-head,opening-hours,recommend-menu,Fasilitas,address,lat-long,place-type,place-rating,status
77,Solu Bolon Cafe and Resto, 25.000 – 50.000  ,,Calamari,,"JM6V+JP7, Jl. Tele - Pangururan, Kabupaten Samosir, Sumatera Utara 22392","2.6116663335299104,98.69434123732368",Restoran,4,beroperasi
78,D'view cafe and resto, 25.000 – 50.000  ,,"Ayam Goreng, Mie Tek Tek, Affogato, Fish N Fries, Milkshakes, Siomay, Red Velvet Latte, Air Putih, Ginger Tea, Green Tea",,"Jl. Raya Tomok No.12, Depan pelabuhan Ferry Tomok, Garoga, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.654301261173217,98.8584669526699",Restoran,4.6,beroperasi
79,Rumah Makan Lomak, 25.000 – 50.000  ,,"Ikan Goreng, Ikan Arsik, Martabe Juice, Terong Bakar, Saksang Rica-Rica, Nasi Goreng Gut Gewürzt, Lobster Air Tawar, Cah Kangkung, Lobster Asam Manis, Babi Panggang Grill Pork & Babi, Ayam Goreng, Panggang Babi, Goreng Babi, Mango Juice, Kangkung Polos Vegetarian, Daun Singkong Tumbuk Dan Ikan Bakar, Babi Goreng & Babi Arsik Fried, Saksang Babi, Lobster rica2, Ikan Bakar Grill Fish",,"Jalan Lingkaran No.Kelurahan, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.6712646236982973,98.86130982383342",Restoran,4.4,beroperasi
80,Putra Kembar Coffee Shop & Resto, 25.000 – 50.000  ,,"Kopi, Indomie Kuah, Sop Iga, Teh Manis Panas, Susu Coklat, Saos Asam Manis Dan Saos Padang, Limun Sarsaparilla Cap Badak, Ayam Geprek, Bandrek Susu, Mie Instan Feat Limun Cap Badak, Telur Asin, Chicken Steak",,"Warkop Panorama I Panatapan PARAPAT, Jl. Lintas Sumatera, Sibaganding, Pahae Julu, Kabupaten Tapanuli Utara, Sumatera Utara 22463","2.691494856331616,98.92291562568906",Restoran,4.2,beroperasi
81,Yolanda Restaurant, 50.000 – 75.000  ,,"Gado Gado, Buah Sirsak, Tempe & Tahu Sambal, Nila Asam Manis Capcay Dan Nila, Fried Noodle Egg, Ikan Bakar BBQ Fish, Kue Kering, Pork Fried Rice, Birthday Cake, Taco Banana, Pork Saksang, Fried Rice Pork, BBQ Pork, Lemang Hudon Ayam Gulai, Home Cake, Napinadar Chicken with Vegetables, Chicken Curry with Vegetables, Tempe and Tahu Goreng, Egg and Vegetable Noodle Soup, Food Pork",,"Jl. Lkr. Tuktuk, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.6789591079749377,98.84217949499684",Restoran,4.9,beroperasi
82,Sekapur Sirih,75.000 - 100.000,,"Grilled Fish, Ikan Nila Goreng Sambal Tuk Tuk, Ayam Gulai, Tumis Kangkung, Lobster Air Tawar Goreng, Ikan Panggang Dan Daun Ubi Tumbuk, Ikan Bakar - Sekapur Sirih, Kangkung Pasta Shrimp, Ikan Arsik & Panggang Soup Lobster, Markisa, Mixed Vegatables, Sambal Kecap Dan Andaliman, Daun Ubi Tumbuk - Sekapur Sirih, Ayam Na Pinadar Halal Dan Sayur, Tauge Tumi",,"Jl. Lkr. Tuktuk, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.66916672404813,98.85842648150641",Restoran,4.4,beroperasi
83,LA PINUS DAMASUS BISTRO & RESTO, 25.000 – 50.000  ,,"Lobster Saus Tiram, Ikan Nila Goreng, Kentang Goreng, Udang Saos Tiram, Cabe Andaliman, Mie Goreng, Kopi Susu, Tahu Tempe Goreng, Lemon Tea, Indomie Kuah, Kopi Hitam, CAH Kangkung, Ayam Geprek, Fish Damasus Sauces, Fruits Soup and Salad",,"Dekat Simpang Hotel Patra Jasa, Jl Siborong borong Panatapan Sibaganding Parapat Danau Toba, Sipangan Bolon, Sipanganbolon, Simalungun Regency","2.697781820935986,98.92253963732385",Restoran,4.1,beroperasi
84,Rumah Makan Rahmat, 25.000 – 50.000  ,,"Mie Goreng, Nasi Ayam Penyet, Fried Rice Meat Removed, Banana Pancake, Spesial Fried Rice",,"MVG2+W7H, Jalan Lingkar Tuktuk Tuktuk Siadong, Kabupaten, Simanindo, Sumatera Utara 22395","2.677549191147509,98.85067329499688",Restoran,4.8,beroperasi
85,Matahari restaurant and Homestay,"200,000",,"Pork Schnitzel with Bratkartoffeln, Fried Rice Special, Pork Sambal, Frenh Fries, Chicken with Sambal, French Fries & Mixed Salads",Cocok untuk anak anak,"MVC6+P9G, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.672013506400532,98.86100131219864",Restoran,4.3,beroperasi
86,ANDRIAN RUMAH MAKAN NASIONAL, 25.000 – 50.000  ,,"Seafood Nasi Goreng, Nila Asam Manis, Kopi Susu, Jus Nanas, Ikan Asam Manis, Ikan Saus Tauco, Nasi Putih, Ifu Mie Goreng, Kopi Tubruk, Gurami Tauco",,"Jl. Lkr. Tuktuk No.Kelurahan, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.6701497582627116,98.85315648150642",Restoran,4.4,beroperasi
87,Restaurant DUGUL, 25.000 – 50.000  ,,,,"Pinda raya desa siallagan pinda raya, Kabupaten Samosir, Sumatera Utara 22395","2.679541490744553,98.84100139499692",Restoran,4.6,beroperasi
88,TaTaring Coffee & Resto, 25.000 – 50.000  ,,"Nasi Goreng Spesial, Pasta Ayam, Lobster Goreng, Chill, Chicken Garlic Sauce, Strawberry Smoothies, Bakwan, Lemon Tea, Vegetable Samosa, Jus Alpukat, Red Velvet Latte, Local Coffee, Pisang Pasir, Avocado Coffee, Chicken Schnitzel with Fries, Yogurt Bowl with Fruit and Muesli, Jus Sirsak, Jus Martabe, Fried Chicken N French Fries, Bihun Goreng",,"MVF2+9W, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara","2.6736983434016173,98.85225358150647",Restoran,4.7,beroperasi
89,Widya Restaurant,75.000 - 100.000,,"Lobster Lada Hitam, Udang Masak Pedas Manis, Lobster Lake Toba, Nasi Goreng, Lobster Oyster Sauce, Nila Saos Tiramisu, Lobster Fried, Badak Carbonated Drink Sarsi, CAH Kangkung, Kelapa Muda, Lobster Saus Tiram Dan Ikan Bakar, BBQ Lobster, Udang Bakar, Omelette, BBQ Giant Shrimps with Sweet Soya, Teh Tawar, Lobster Butter, Capcai Seafood",,"Jl. Lkr. Tuktuk No.Kelurahan, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.6694135271820336,98.8525591545255",Restoran,4.4,beroperasi
90,Poppy's Restaurant & Guest House, 25.000 – 50.000  ,,"Pancake with honey, american breakfast, filled pancake, vege omelette",,"Jl. Lkr. Tuktuk No.Kelurahan, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.6773264282101605,98.85499328336209",Restoran,4.7,beroperasi
91,Rumah Makan Muslim Penginapan,"25,000",,"Ayam Goreng, Jahir gulai",Halal,"JM6W+65X, Jl. Sisingamangaraja, Pardomuan I, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392","2.610804633670447,98.69550182568891",Restoran,4.4,beroperasi
92,BONA PANATAPAN CAFE,15.000 - 30.000,,Nasi Goreng  ,,"Jl. Pangururan, Siogung-Ogung, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara","2.6218963022836888,98.67228953917932",Restoran,4.8,beroperasi
93,BPK TORANG dan IKAN BAKAR, 25.000 – 50.000  ,,"Skasang Tanpa Gota Darah, Saksang Namargota Darah, Dali ni Horbo atau Susu Kerbau",,"Jalan lurus garoga, Tuktuk Siadong, Sumatera Utara 22349","2.6599990637966817,98.84608245452553",Restoran,4.8,beroperasi
94,Elios - Rumah Makan Khas Batak, 25.000 – 50.000  ,,"Babi Panggang, Ayam Kampung, Babi Guling, Jus Terong Belanda, Lobster Panggang, Saksang Dan Arsik Ikan Mas, Ayam Pinadar, Babi Goreng, Grilled Fish, Grilled Pork, Naniura",,"Jl. Lkr. Tuktuk No.Desa, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.6710860924527133,98.86138455266997",Restoran,3.7,beroperasi
95,RM SIAEK MUAL, 25.000 – 75.000  ,,"Babi Kecap, Babi Arsik, Susu Kerbau",,"Jl. Gereja, Ps. Pangururan, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392","2.6148573976763774,98.69478552383333",Restoran,4.5,beroperasi
96,Siny Siny Samosir, 25.000 – 50.000  ,,Japanese Food,Halal,"Jl.Putri Lopian, Ps.Pangururan Taman Batu Waterfront City Pangururan Segmen 2, Kabupaten Samosir, Sumatera Utara 22392","2.605648187745785,98.69874987667615",Restoran,4.8,beroperasi
97,Warung Pesona Alam,10.000 - 25.000,,"Nasi Bali, Kopi Dan Teh, Teh Manis, Ayam Bali, Badak, Nasi Campur Babi, Ikan Jair, Nenas Prapat",,"MWWF+24J, Jl. Siborongborong - Parapat, Sibaganding, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.695348021474418,98.92271814784101",Restoran,4.3,beroperasi
98,Wisata Bagot, 25.000 – 50.000  ,,"Tuak Tangkasan, Ayam Pinadar, Bolu Bagot",,"JMPW+6R7, Unnamed Road, Parlondut, Pangururan, Samosir Regency, North Sumatra 22392","2.6357929170120458,98.69704506318332",Restoran,4.7,beroperasi
99,Rumah Makan Islam Mami Tempo, 25.000 – 50.000  ,,"Nasi Goreng, Ayam Penyet, Soto Ayam, Ikan Nila Goreng",,"MVG3+H7F, Jl. Lkr. Tuktuk, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.676691639924135,98.85318256133391",Restoran,4.3,beroperasi
100,Qta Coffee And Resto,15.000 - 30.000,,"Pisang Barangan, Bakwan Goreng, Stick Ubi",,"Jl. Simbolon Purba, Sigaol Simbolon, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392","2.5603628593484205,98.72036034968983",Restoran,4.3,beroperasi
101,PALITO COFFEE AND RESTO, 25.000 – 50.000  ,,"Mie Gomak campur Daging, Aglio Olio, Nasi Ayam Bakar Taliwang, Palito Sunrise Perpaduan, Hot Chocolate",,"JP52+655, Ps. Pangururan, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392","2.608438887220064,98.70043090366218",Restoran,4.1,beroperasi
102,FAMILY RESTO, 25.000 – 50.000  ,,Nasi Goreng Ayam,Halal,"Jl. Gereja, Sait Nihuta, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22390","2.6285062062743876,98.69404133619724",Restoran,4.8,beroperasi
103,"Warung Kopi Synergy,Samosir", 25.000 – 50.000  ,,"Wedang Uwuh Ala Synergy Dan Burger, Kopi Tubruk Dari Kopi Asli Samosir, Hot Cappucino, Kopi Susu Terbaik, Kopi Susu Dingin, Kopi Kemasan Samosir 200 Gram, Cappuccino, Vietnam Drip, Soto, Menu Non Kopi, Cortado, AeroPress, Cold Natural Coffee Synergy, Specialty Coffee, Espresso, Coffee Avocado",,"Warung Kopi Synergy, Pardomuan I, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392","2.6049033813780995,98.70109379016914",Restoran,4.5,beroperasi
104,Pondok Kolding Pangururan.samosir, 10.000 – 50.000,,"Mie Ayam Bakso, Bakso bakar, Kwetiaw Goreng, Bakso Urat, Vitamin Shake",,"Jl. Patuan anggi, Ps. Pangururan, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392","2.607615787375191,98.69765796318313",Restoran,4.1,beroperasi
105,ALZA CEMILAN KOREAN STREET FOOD GRILL AND FROZEN FOOD HALAL, 25.000 – 50.000  ,,,,"JP34+348 Terminal Onan Baru, Pardomuan I, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara","2.6030038948515477,98.7054639803754",Restoran,5,beroperasi
106,Rumah Makan Khas Batak Moranta Simbolon, 25.000 – 50.000  ,,"Ikan Jahir Goreng, Babi Panggang",,"Jl. Gereja, Kabupaten Samosir, Sumatera Utara 22392","2.612316586488661,98.69503693619714",Restoran,4.5,beroperasi
107,Rumba Restaurant, 50.000 – 100.000,,"Rosti, French Fries, Pork Steak, Pizza Ham, Ham Pizza Rumba, Chicken Cordon Bleu, Pizza Mozarella Musroom, Nasi Goreng Spesial, Röschti Rumba, Chicken Steak, Fried Rice, Avocado Carrot Salad, Pizzeria, Pizza Margharita, Cordonbleu, Teh Jahe, Nasi Babi, Bratkartoffel, Pork Fried with Sambal",,"Jl. Lkr. Tuktuk No.Desa, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.67146822366433,98.86146874969056",Restoran,4.3,beroperasi
108,Samosir Villa Restaurant,50.000 - 75.000,,,,"Jl. Lkr. Tuktuk No.Kelurahan, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.6681313758412877,98.86026216318358",Restoran,4.4,beroperasi
109,3J Lamongan Cafe n Resto, 25.000 – 50.000  ,,,,"JP32+P2W, Pardomuan I, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara","2.6046204589559636,98.70007647852577",Restoran,4.1,beroperasi
110,Rumah Makan Islam Murni TukTuk Siadong, 25.000 – 50.000  ,,"Ayam Goreng, Gulai Kepala Ikan Nila, Nasi Putih Rendang Daging, Daging Rendang",,"Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.670125327026093,98.8607394073619",Restoran,4.3,beroperasi
111,BPK ( Babi Panggang Karo) Sembiring, 25.000 – 50.000  ,,Babi Panggang Karo,,"JM5W+89W, Ps. Pangururan, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392","2.6087182998032166,98.69602602270416",Restoran,4.1,beroperasi
112,Samuel's Restaurant,75.000 - 100.000,,"Rendang, Beer, Babi Panggang Karo",,"Samuel Restaurant Tuktuk, Jl. Lkr. Tuktuk, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.6765853028816085,98.85333659201922",Restoran,4.7,beroperasi
113,Orari Restaurant,20.000 - 50.000,,"Ikan Bakar, Pizza Andaliman, Nasi Goreng Sayur & Telur, Jus Wortel Jeruk, Kopi Coklat, Ayam Fillet, Cumi Goreng, Pecel, Roasted Nila Fish, Fish and Chips, Chicken Steak with Fried, Curry Fish, Fried Fish with Salad, Sandwich, Spicy Sauce, Vegetable Curry, Fried Chicken with Salad, Fish in Soy Sauce",,"MVG3+RVV, Jl. Lkr. Tuktuk, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.6773054226894746,98.85467922085489",Restoran,3.9,beroperasi
114,Horas Vegetarian Restaurant, 50.000 – 75.000  ,,"Soya Sauce Chicken, Fried Noodles with Tempeh, Vegan Randang, Vegetable Curry, Butterfly Pea Tea, Banana Chocolate Pancake, Chapati with Pumpkin Curry",,"Tuktuk Siadong, Kabupaten Samosir, Sumatera Utara","2.6691010476446526,98.85840264969053",Restoran,4.8,beroperasi
115,RM BPK MAN KENA (bang gurning), 25.000 – 50.000  ,,"Babi Panggang Karo, Kidu Kidu",,"PM4R+MR6, Sialanguan, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara","2.7069868032271773,98.69202854969076",Restoran,4.2,beroperasi
116,Rumah Makan Nasional, 25.000 – 50.000  ,,"Seefood Nasi Goreng, Nila Asam Manis, Kopi Susu, Jus Nanas, Ikan Asam Manis, Ikan Saus Tauco, Nasi Putih, Ifu Mie Goreng, Kopi Tubruk, Gurami Tauco",,"Jl. Lkr. Tuktuk No.Kelurahan, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.716814466371699,98.69273467852649",Restoran,5,beroperasi
117,Lapo Barat (RESTAURANT & CATERING), 25.000 – 50.000  ,,Makanan Batak,,"Ps. Pangururan, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392","2.608113969557106,98.69704917667619",Restoran,4.2,beroperasi
118,Resto Family 9.9,,,,,"Dermaga pustaha waterfront city, Ps. Pangururan, Kec. Pangururan, Kabupaten Samosir, Sumatera Utara 22392","2.6069609229668855,98.69720921900479",Restoran,3,beroperasi
119,Rumah Makan Islam Monggo, 25.000 –50.000  ,,"Ikan Mujahir, Ayam Goreng, Indomie",Halal,"Jl. Lkr. Tuktuk, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.67643004277816,98.85642633434789",Restoran,4.1,beroperasi
120,Restaurant Sehat, 50.000 – 75.000  ,,"Bistik Babi, Samcan Goreng, Shrimp Tauco, Kopi Susu, Ikan Mas Gurih, Ayam Goreng Bistik Tauco Udang, Nila Goreng Enak Euy, Tauge Tumis, Capcay Goreng, Sweet and Sour Fish, Chinese Tea, Fish Ball's Soup, Pork Bistek, Fried Samcan, Fried Bamboo, Kwetiau Goreng, Ifumie Goreng, Udang Mentega Dan Poileng, Sawit Tumis, Oriental Fried Chicken",,"Jl. Sisingamangaraja Jl. Parapat No.43, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.6686210273555613,98.93796379016958",Restoran,4,beroperasi
121,Restaurant Asia, 50.000 – 75.000  ,,"Nasi Goreng, Bistik Babi, Bihun Goreng Telur, Ikan Nila Asam Manis, Ayam Goreng Telur, Udang Asam Manis, Tukha Bihun, Sayur Puileng Tumis, Bihun Kuah, Ikan Sunhok Kukus, Telur Lapchiong, Ayam Mentega, Tu Kha Bihun Kaki Babi, Kopi Hitam, Tauco Udang, Fu Yung Hai, Scrambled Eggs, Udang Goreng Tepung, Samcan Goreng, Cap Cay Babi Kecap Nila Tauco",,"Jl. Sisingamangaraja No.65, Parapat, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.668136710254381,98.93835213619751",Restoran,4.4,beroperasi
122,Pagar Batu Resto & PENGINAPAN, 25.000 – 50.000  ,,"Nasi Ayam Penyet, Chicken Katsu, Aneka Juice",,"Jalan sibea bea ujung, Tuuk Sihotang, Kec. Harian, Kabupaten Samosir, Sumatera Utara","2.547269326273382,98.66985377667584",Restoran,4.2,beroperasi
123,Warung Muslim Pecel Lele Dan Bakso Raksasa Pak Aziz,18.00 - 100.000,,"Pecel lele, Lobster, Bakso",,"MR6X+2FG, Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara","2.660391215529238,98.84869089201914",Restoran,4.5,beroperasi
124,Pondok Makan & Home Stay H. Karsim, 25.000 – 50.000  ,,"Ayam Geprek Sambal Andaliman, Steak Ayam Chrispi, Nasi Kotak, Nasi Ayam Geprek, Soto Medan, Nasi Tumpeng, Es Kepal Milo, Bubur Pedas Jakarta, Ayam Geprek Box, Rendang Jengkol, Tauco Udang Dan Sambal Telur, Tauco Kikil, Barbeque, Seafood Ngaprak, Terong Sambel, Bahan Omelette, Tumis Wortel Buncis, Lontong Sayur, Ikan Mas Bumbu Arsik, Smoza",,"Jl. Josep Sinaga No.20, Danau Toba, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.6623882459760226,98.93677027852614",Restoran,5,beroperasi
125,Rumah Makan Marina, 25.000 – 50.000  ,,"Bihun Goreng, Kari Kambing, Pari Goreng, Ikan Asin Pari, Kerang Pedas, Lauk Pauk, Kwetiau Goreng Seafood",,"Jl. Haranggaol No.48, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.664040528357632,98.9310429343479",Restoran,4.5,beroperasi
126,Rumah Makan Elizabeth, 25.000 – 50.000  ,,"Kopi Susu, Kopi Hitam, Indomie Kuah Dan Teh Manis Hangat, Indomie Kuah Dan Jeruk Hangat, Indomie Kuah Dan Kopi, Telur Bebek, Indomie Telur, Ikan Nila Bakar, Sambal Ikan Bakar, Ikan Bakar Tumis Kangkung Telor",,"Jalan Panatapan No.Kelurahan, Sipangan Bolon, Simpangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.6752950116175054,98.93313741900525",Restoran,5,beroperasi
127,Rumah Makan Islam Murni, 25.000 – 50.000  ,,"Ayam Goreng, Gulai Kepala Ikan Nila, Nasi Putih Rendang Daging",,"Tuktuk Siadong, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.6700395895225797,98.86069649201924",Restoran,,beroperasi
128,Pondok Azzahra, 10.000 – 25.000,,"Ayam Goreng, Nasi Goreng, Indomie, Nasi Gurih",,"Jl. Sisingamangaraja, Parapat, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.664688224793984,98.94879224969048",Restoran,4.3,beroperasi
129,RM. Siganupari Ajibata, 25.000 – 50.000  ,,"Panggang Babi, Saksang, Sop isi, Ikan Nila Panggang",,"Jl. Motung Sibisa, Pardamean Ajibata, Kec. Ajibata, Toba, Sumatera Utara 21174","2.659278260261069,98.93480379201915",Restoran,4.3,beroperasi
130,Hotel and Restaurant Singgalang,,,"Bandrek, Sop Perut Ikan, Sayur Kangkung Dan Ikan Nila, Juice Jeruk, Nasi Goreng, Udang Tauco, Ikan Tauco, Udang Goreng Tepung Oats, Ifu Mie Goreng, Es Kopi Susu, Padang Restaurant Assorted Meals, Stir Fry Cuttlefish, Stir Fried Bean Sprouts, Stir Fried Mix Vegetables, Ayam Penyet, Hot Plate Tofu, Garlic Chicken, Kwetiaw Goreng, Stir Fry Vermicelli",,"Jl. Sisingamangaraja No.52, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.667133089956276,98.93924339016954",Restoran,4.7,beroperasi
131,ARTOMORO LAMONGAN,1.000 - 25.000,,"Bakso, Seafood, Mie Ayam",,"Simanindo, Jl sidolon dolon, Dosroha, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.712391833603101,98.69300202085512",Restoran,4,beroperasi
132,"Rumah Makan ""PONDOK KAREN""", 25.000 – 50.000  ,,,,"MX62+2CM, Jl. Siborongborong - Parapat, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.660288825525454,98.95104902085477",Restoran,4,beroperasi
133,Warung Bikers Parapat, 25.000 – 50.000  ,,"Kopi Hitam, Daging Cingcang, Nasi Ayam Goreng Sambal, Ikan Mas Arsik, Makanan Halal, Nasi Putih Ayam Goreng Sambal, Hidangan Dengan Masakan Rumahan, Lele Goreng Sayur Ubi, Kentang Goreng Lalapan, Ikan Cabe Jengkol",,"MW8V+WWF, Jalan Lintas, Jl. Sisingamangaraja, Parapat, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21171","2.667633813631017,98.94480934969047",Restoran,4.4,beroperasi
134,Poncha CLBK,1.000 - 20.000,,"Ketroprak Getir, Bolu Aneka By Po, Seblak Kwetiauw, Bolu Coklat Kribo By Order, Ada Bolu Nya Loh, Bubur Ayam Jakarta, Black N White Bolu",,"Unnamed Road, Cinta Dame, Simanindo, Kabupaten Samosir, Sumatera Utara 22395","2.756312457119844,98.73364676503371",Restoran,4.6,beroperasi
135,Rumah makan safitri,1.000 - 20.000,,"Kopi, Indomie",,"MWGM+588, Sumatera Utara 21174","2.6756766258086624,98.93329507667659",Restoran,4.9,beroperasi
136,Kedai bakmie & Kopi Serasi, 25.000 – 50.000  ,,"Nasi Goreng, Mie Pangsit, Pangsit Goreng",,"Jl. Sisingamangaraja No.143, Parapat, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.6672811587907685,98.94074247667652",Restoran,3.2,beroperasi
137,RM muslim MENARA, 25.000 – 50.000  ,,"Nasi Goreng, Kopi",,"Jl. Sisingamangaraja, Parapat, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.667676944773548,98.93896497852616",Restoran,5,beroperasi
138,Rumah Makan Muslim Hajjah Zuleka, 25.000 – 50.000  ,,"Ayam Pecak Betawi, Telur Balado",,"Jalan Sisingamangaraja Depan Pantai Bebas, Parapat, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.6689567724849086,98.93762596133394",Restoran,4,beroperasi
139,Rumah Makan khas batak Tiurma siboro, 25.000 – 50.000  ,,"babi Panggang, Ikan Mas Arsik, Saksang Babi, Ubi Tumbuk, Babi Goreng",,"Jl. Josep Sinaga No.227, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.6666024728155833,98.94311799016957",Restoran,4,beroperasi
140,Warkop Panorama I Panatapan PARAPAT, 25.000 – 50.000  ,,"Indomie Kuah, Nasi Goreng, Kopi Susu, Jahe Susu, Ice Coffee, Tea, Mie Goreng",,"MWMG+R92, Sibaganding, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.6848275920423808,98.92592644969062",Restoran,4.8,beroperasi
141,Kafe Pak Pos, 25.000 – 50.000  ,,"Ikan Nila Tauco, Ayam Penyet, Kari Kambing, Ayam Goreng, Jus Jambu, Mie Sop Ayam, Teh Manis Panas, Nasi Ayam Cabe Ijo, Mujair Sambal Ijo, Piscok Kopi, Lele Cabe Ijo, Sayur Capcai, Nasi Campur, Tumis Kangkung, Gado Gado, Mujair Asam Manis Dan Nasi, Telur Penyet Dan Nasi, Ikan Tumis Cabai, Udang Goreng Tepung, Ikan Mas Goreng",,"Jl. Sisingamangaraja, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.6678461414774524,98.93870596318352",Restoran,4.5,beroperasi
142,RUMAH MAKAN KHAS BATAK PARAPAT, 25.000 – 50.000  ,,"Ikan Bakar, Daging Babi Panggang",,"Jl. Sisingamangaraja, Sipangan Bolon, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.6677351818719663,98.94463545767131",Restoran,4.1,beroperasi
143,Hidangan Muslim Rumah Makan CHARISSA,15.00 - 50.000,,"Napinadar, Mie Goreng, Aneka Juice",,"Kaldera, Pardamean Sibisa, Kec. Ajibata, Toba, Sumatera Utara 22386","2.6011896597179143,98.95280331900477",Restoran,4.1,beroperasi
144,RM. Nasional Sampean Uli, 25.000 – 50.000  ,,"Ayam Rias, Food Fresh Fruit, Juice Avocado, Napinadar",,"Jalan Lingkar Simbolon Air Panas No.Desa, Sigaol Simbolon, Kec. Palipi, Kabupaten Samosir, Sumatera Utara 22393","2.5300999833860125,98.73469377852531",Restoran,4.8,beroperasi
145,Rumah makan muslim nikmat,,,"Ayam Goreng, Ikan Jahir",Halal,"MW7J+29H, Sumatra, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.662757090608327,98.93101217852613",Restoran,4.2,beroperasi
146,RM. Parapat, 25.000 – 50.000  ,,Makanan China,,"MW7V+72J, Tiga Raja, Kec. Girsang Sipangan Bolon, Kabupaten Simalungun, Sumatera Utara 21174","2.6635967972984407,98.94246743704545",Restoran,5,beroperasi
147,Sigurgur Beach and Restaurant,5.000 - 100.000,,,,"PPX7+JGM, Simarmata, Simanindo, Kabupaten Samosir, Sumatera Utara","2.749152694027654,98.71411846318406",Restoran,5,beroperasi
148,RUMAH MAKAN Nasional Sinurat, 25.000 – 50.000  ,,"Ayam Napinadar, Aneka acar, Aneka Juice",,"Jalan Lingkar Simbolon Air Panas No.Desa, Sigaol Simbolon, Kec. Palipi, Kabupaten Samosir, Sumatera Utara 22393","2.52380111604797,98.74204122883566",Restoran,4.4,beroperasi
